 1000.0000    0.0000  
 1001.0000    0.0000  
 1002.0000    0.0000  
 1003.0000    0.0000  
 1004.0000    0.0000  
 1005.0000    0.0000  
 1006.0000    0.0000  
 1007.0000    0.0000  
 1008.0000    0.0000  
 1009.0000    0.0000  
 1010.0000    0.0000  
 1011.0000    0.0000  
 1012.0000    0.0000  
 1013.0000    0.0000  
 1014.0000    0.0000  
 1015.0000    0.0000  
 1016.0000    0.0000  
 1017.0000    0.0000  
 1018.0000    0.0000  
 1019.0000    0.0000  
 1020.0000    0.0000  
 1021.0000    0.0000  
 1022.0000    0.0000  
 1023.0000    0.0000  
 1024.0000    0.0000  
 1025.0000    0.0000  
 1026.0000    0.0000  
 1027.0000    0.0000  
 1028.0000    0.0000  
 1029.0000    0.0000  
 1030.0000    0.0000  
 1031.0000    0.0000  
 1032.0000    0.0000  
 1033.0000    0.0000  
 1034.0000    0.0000  
 1035.0000    0.0000  
 1036.0000    0.0000  
 1037.0000    0.0000  
 1038.0000    0.0000  
 1039.0000    0.0000  
 1040.0000    0.0000  
 1041.0000    0.0000  
 1042.0000    0.0000  
 1043.0000    0.0000  
 1044.0000    0.0000  
 1045.0000    0.0000  
 1046.0000    0.0000  
 1047.0000    0.0000  
 1048.0000    0.0000  
 1049.0000    0.0000  
 1050.0000    0.0000  
 1051.0000    0.0000  
 1052.0000    0.0000  
 1053.0000    0.0000  
 1054.0000    0.0000  
 1055.0000    0.0000  
 1056.0000    0.0000  
 1057.0000    0.0000  
 1058.0000    0.0000  
 1059.0000    0.0000  
 1060.0000    0.0000  
 1061.0000    0.0000  
 1062.0000    0.0000  
 1063.0000    0.0000  
 1064.0000    0.0000  
 1065.0000    0.0000  
 1066.0000    0.0000  
 1067.0000    0.0000  
 1068.0000    0.0000  
 1069.0000    0.0000  
 1070.0000    0.0000  
 1071.0000    0.0000  
 1072.0000    0.0000  
 1073.0000    0.0000  
 1074.0000    0.0000  
 1075.0000    0.0000  
 1076.0000    0.0000  
 1077.0000    0.0000  
 1078.0000    0.0000  
 1079.0000    0.0000  
 1080.0000    0.0000  
 1081.0000    0.0000  
 1082.0000    0.0000  
 1083.0000    0.0000  
 1084.0000    0.0000  
 1085.0000    0.0000  
 1086.0000    0.0000  
 1087.0000    0.0000  
 1088.0000    0.0000  
